id,categoria,segmento,edad,nivel_educativo,estado_civil,Genero,PAC,contrato,estrato,grupo_edad
2085,A,Segemnto_Basico,38,primaria,soltero,F,3,4,1.0,36-45
2086,A,Segemnto_Basico,64,primaria,soltero,F,3,3,3.0,56-65
2087,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,1,4.0,46-55
2088,A,Segemnto_Basico,37,primaria,soltero,M,3,4,2.0,36-45
2089,C,Segmento_Joven,20,primaria,soltero,M,3,2,1.0,18-25
2090,A,Segemnto_Basico,51,primaria,soltero,F,3,3,,46-55
2091,A,Segemnto_Basico,47,primaria,soltero,M,3,1,1.0,46-55
2092,A,Segemnto_Basico,50,primaria,soltero,F,3,4,1.0,46-55
2093,B,Segmento_Medio,37,tecnico_tecnologico,soltero,F,1,2,3.0,36-45
2094,A,Segemnto_Basico,52,primaria,separado,F,3,4,,46-55
2095,C,Segmento_Joven,22,tecnico_tecnologico,soltero,M,1,2,3.0,18-25
2096,C,Segmento_Medio,41,tecnico_tecnologico,soltero,F,1,1,3.0,36-45
2097,A,Segemnto_Basico,41,primaria,separado,F,3,1,,36-45
2098,A,Segmento_Joven,24,primaria,soltero,F,3,4,,18-25
2099,A,Segemnto_Basico,57,primaria,separado,M,3,4,1.0,56-65
2100,A,Segemnto_Basico,57,primaria,soltero,M,3,4,1.0,56-65
2101,B,Segmento_Medio,58,tecnico_tecnologico,soltero,M,1,4,1.0,56-65
2102,A,Segemnto_Basico,65,primaria,casado,F,3,2,2.0,56-65
2103,B,Segmento_Medio,59,tecnico_tecnologico,casado,F,1,2,,56-65
2104,A,Segemnto_Basico,34,primaria,casado,M,3,2,1.0,26-35
2105,A,Segemnto_Basico,38,primaria,soltero,F,3,2,1.0,36-45
2106,A,Segemnto_Basico,41,primaria,casado,M,3,1,,36-45
2107,A,Segemnto_Basico,48,primaria,soltero,F,3,4,1.0,46-55
2108,C,Segmento_Medio,49,primaria,separado,M,3,2,,46-55
2109,A,Segemnto_Basico,38,primaria,soltero,M,3,2,2.0,36-45
2110,C,Segmento_Medio,59,tecnico_tecnologico,soltero,M,1,3,,56-65
2111,A,Segemnto_Basico,30,secundaria,separado,F,2,4,3.0,26-35
2112,C,Segmento_Medio,33,primaria,casado,M,3,1,1.0,26-35
2113,A,Segemnto_Basico,26,primaria,soltero,M,3,2,3.0,26-35
2114,A,Segmento_Medio,19,primaria,casado,M,3,1,,18-25
2115,C,Segmento_Medio,48,secundaria,separado,M,2,4,,46-55
2116,B,Segmento_Medio,51,tecnico_tecnologico,separado,F,1,4,3.0,46-55
2117,C,Segmento_Medio,61,primaria,casado,F,3,2,,56-65
2118,C,Segmento_Joven,20,primaria,soltero,F,3,4,,18-25
2119,C,Segmento_Medio,27,primaria,viudo,F,3,1,,26-35
2120,A,Segemnto_Basico,60,primaria,separado,F,3,3,1.0,56-65
2121,A,Segemnto_Basico,49,primaria,separado,F,3,2,3.0,46-55
2122,C,Segmento_Medio,27,primaria,separado,F,3,4,,26-35
2123,A,Segmento_Medio,20,primaria,viudo,F,3,1,1.0,18-25
2124,B,Segmento_Medio,33,secundaria,viudo,F,2,3,,26-35
2125,C,Segmento_Medio,36,primaria,viudo,F,3,1,1.0,36-45
2126,C,Segmento_Medio,22,primaria,casado,M,3,2,,18-25
2127,A,Segemnto_Basico,59,primaria,casado,F,3,2,2.0,56-65
2128,C,Segmento_Medio,53,primaria,casado,M,3,4,,46-55
2129,C,Segmento_Medio,39,primaria,separado,M,3,1,,36-45
2130,B,Segmento_Medio,29,tecnico_tecnologico,soltero,F,1,4,3.0,26-35
2131,A,Segemnto_Basico,45,secundaria,soltero,F,2,3,3.0,36-45
2132,A,Segemnto_Basico,32,primaria,separado,M,3,3,,26-35
2133,A,Segemnto_Basico,64,primaria,separado,F,3,4,1.0,56-65
2134,A,Segemnto_Basico,61,primaria,casado,F,3,3,1.0,56-65
2135,B,Segmento_Medio,52,tecnico_tecnologico,soltero,F,1,4,3.0,46-55
2136,A,Segemnto_Basico,35,primaria,viudo,F,3,1,,26-35
2137,C,Segmento_Joven,20,primaria,soltero,M,3,3,,18-25
2138,A,Segmento_Joven,19,primaria,soltero,F,3,1,3.0,18-25
2139,A,Segmento_Medio,23,secundaria,casado,M,2,1,4.0,18-25
2140,B,Segmento_Medio,51,tecnico_tecnologico,casado,M,1,3,1.0,46-55
2141,C,Segmento_Medio,62,primaria,separado,F,3,2,1.0,56-65
2142,C,Segmento_Medio,52,primaria,casado,F,3,4,,46-55
2143,A,Segemnto_Basico,47,primaria,soltero,M,3,3,1.0,46-55
2144,A,Segemnto_Basico,53,secundaria,separado,M,2,1,2.0,46-55
2145,A,Segemnto_Basico,58,primaria,viudo,F,3,2,1.0,56-65
2146,B,Segmento_Medio,60,tecnico_tecnologico,casado,M,1,2,,56-65
2147,B,Segmento_Medio,44,tecnico_tecnologico,soltero,M,1,4,4.0,36-45
2148,A,Segmento_Medio,24,primaria,casado,M,3,2,,18-25
2149,A,Segemnto_Basico,37,primaria,separado,M,3,1,,36-45
2150,A,Segemnto_Basico,33,primaria,viudo,F,3,2,1.0,26-35
2151,A,Segemnto_Basico,43,primaria,soltero,M,3,1,2.0,36-45
2152,A,Segemnto_Basico,31,secundaria,viudo,M,2,4,3.0,26-35
2153,C,Segmento_Medio,36,primaria,soltero,F,3,3,,36-45
2154,A,Segmento_Joven,20,secundaria,soltero,M,2,3,3.0,18-25
2155,B,Segmento_Medio,48,tecnico_tecnologico,soltero,F,1,3,,46-55
2156,A,Segemnto_Basico,37,primaria,soltero,F,3,2,3.0,36-45
2157,A,Segemnto_Basico,58,primaria,soltero,F,3,2,2.0,56-65
2158,A,Segmento_Medio,18,primaria,casado,M,3,3,1.0,18-25
2159,A,Segemnto_Basico,60,primaria,soltero,F,3,3,1.0,56-65
2160,A,Segmento_Joven,21,primaria,soltero,M,3,3,1.0,18-25
2161,A,Segemnto_Basico,54,primaria,soltero,M,3,1,1.0,46-55
2162,A,Segemnto_Basico,53,primaria,soltero,M,3,2,3.0,46-55
2163,C,Segmento_Medio,38,primaria,separado,F,3,1,,36-45
2164,C,Segmento_Medio,32,primaria,soltero,F,3,1,,26-35
2165,A,Segmento_Medio,18,primaria,separado,F,3,1,1.0,18-25
2166,A,Segemnto_Basico,29,primaria,soltero,M,3,2,1.0,26-35
2167,A,Segemnto_Basico,41,primaria,soltero,F,3,3,,36-45
2168,A,Segemnto_Basico,45,primaria,casado,M,3,3,,36-45
2169,B,Segmento_Medio,39,tecnico_tecnologico,soltero,F,1,2,3.0,36-45
2170,A,Segemnto_Basico,36,primaria,separado,M,3,1,1.0,36-45
2171,A,Segemnto_Basico,54,primaria,viudo,M,3,1,2.0,46-55
2172,B,Segmento_Medio,49,tecnico_tecnologico,casado,F,1,2,2.0,46-55
2173,B,Segmento_Medio,41,tecnico_tecnologico,soltero,F,1,3,1.0,36-45
2174,C,Segmento_Medio,40,primaria,separado,F,3,1,,36-45
2175,C,Segmento_Medio,32,tecnico_tecnologico,soltero,M,1,2,4.0,26-35
2176,C,Segmento_Medio,46,tecnico_tecnologico,soltero,F,1,3,4.0,46-55
2177,A,Segmento_Medio,18,secundaria,viudo,F,2,4,,18-25
2178,A,Segemnto_Basico,46,primaria,soltero,F,3,3,1.0,46-55
2179,A,Segemnto_Basico,58,primaria,separado,M,3,3,2.0,56-65
2180,A,Segmento_Medio,21,primaria,viudo,F,3,4,1.0,18-25
2181,A,Segemnto_Basico,63,secundaria,separado,F,2,1,,56-65
2182,C,Segmento_Medio,32,tecnico_tecnologico,separado,M,1,4,,26-35
2183,A,Segmento_Joven,23,primaria,soltero,M,3,1,,18-25
2184,B,Segmento_Medio,58,secundaria,soltero,M,2,3,,56-65
2185,A,Segemnto_Basico,60,primaria,soltero,M,3,2,2.0,56-65
2186,B,Segmento_Medio,54,tecnico_tecnologico,soltero,M,1,1,2.0,46-55
2187,B,Segmento_Medio,31,tecnico_tecnologico,soltero,M,1,1,,26-35
2188,B,Segmento_Medio,20,tecnico_tecnologico,viudo,F,1,3,,18-25
2189,A,Segemnto_Basico,55,primaria,soltero,F,3,1,1.0,46-55
2190,A,Segmento_Joven,22,primaria,soltero,M,3,4,3.0,18-25
2191,A,Segmento_Joven,18,primaria,soltero,M,3,2,1.0,18-25
2192,A,Segemnto_Basico,29,primaria,soltero,F,3,1,,26-35
2193,A,Segemnto_Basico,41,primaria,viudo,M,3,2,3.0,36-45
2194,A,Segemnto_Basico,54,primaria,soltero,F,3,3,,46-55
2195,B,Segmento_Medio,48,tecnico_tecnologico,viudo,F,1,4,1.0,46-55
2196,C,Segmento_Medio,35,tecnico_tecnologico,soltero,F,1,2,2.0,26-35
2197,B,Segmento_Medio,34,tecnico_tecnologico,soltero,M,1,1,1.0,26-35
2198,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,1,3.0,46-55
2199,B,Segmento_Medio,48,tecnico_tecnologico,soltero,F,1,3,2.0,46-55
2200,A,Segemnto_Basico,65,primaria,casado,F,3,4,3.0,56-65
2201,A,Segemnto_Basico,48,primaria,soltero,F,3,3,2.0,46-55
2202,A,Segemnto_Basico,59,primaria,viudo,M,3,1,1.0,56-65
2203,B,Segmento_Medio,44,tecnico_tecnologico,casado,M,1,4,,36-45
2204,A,Segemnto_Basico,60,primaria,viudo,M,3,4,1.0,56-65
2205,A,Segemnto_Basico,51,primaria,casado,F,3,1,3.0,46-55
2206,A,Segmento_Medio,19,primaria,viudo,F,3,1,3.0,18-25
2207,A,Segmento_Medio,20,primaria,casado,F,3,2,3.0,18-25
2208,B,Segmento_Medio,49,tecnico_tecnologico,viudo,M,1,3,3.0,46-55
2209,B,Segmento_Medio,54,secundaria,soltero,F,2,3,3.0,46-55
2210,A,Segemnto_Basico,50,primaria,soltero,F,3,1,1.0,46-55
2211,A,Segmento_Medio,21,primaria,casado,F,3,1,2.0,18-25
2212,A,Segemnto_Basico,51,primaria,soltero,M,3,2,2.0,46-55
2213,A,Segemnto_Basico,28,primaria,soltero,M,3,1,3.0,26-35
2214,B,Segmento_Medio,21,tecnico_tecnologico,viudo,M,1,1,1.0,18-25
2215,A,Segemnto_Basico,45,primaria,soltero,F,3,2,1.0,36-45
2216,A,Segemnto_Basico,59,primaria,soltero,F,3,3,3.0,56-65
2217,B,Segmento_Medio,39,tecnico_tecnologico,viudo,F,1,1,2.0,36-45
2218,A,Segemnto_Basico,26,primaria,soltero,F,3,4,1.0,26-35
2219,C,Segmento_Medio,27,tecnico_tecnologico,separado,F,1,3,,26-35
2220,C,Segmento_Medio,38,secundaria,viudo,F,2,1,,36-45
2221,C,Segmento_Medio,37,tecnico_tecnologico,separado,M,1,1,,36-45
2222,A,Segemnto_Basico,61,primaria,viudo,F,3,2,1.0,56-65
2223,B,Segmento_Medio,56,secundaria,soltero,F,2,4,,56-65
2224,B,Segmento_Medio,50,tecnico_tecnologico,viudo,F,1,4,2.0,46-55
2225,C,Segmento_Medio,32,tecnico_tecnologico,soltero,M,1,3,,26-35
2226,B,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,4,,46-55
2227,B,Segmento_Medio,54,secundaria,soltero,F,2,3,2.0,46-55
2228,C,Segmento_Medio,43,primaria,viudo,F,3,1,,36-45
2229,C,Segmento_Medio,31,tecnico_tecnologico,viudo,M,1,1,,26-35
2230,A,Segemnto_Basico,47,primaria,casado,M,3,1,2.0,46-55
2231,A,Segemnto_Basico,51,primaria,casado,M,3,4,2.0,46-55
2232,A,Segemnto_Basico,63,primaria,casado,F,3,2,,56-65
2233,A,Segemnto_Basico,31,primaria,soltero,F,3,3,,26-35
2234,A,Segemnto_Basico,62,primaria,soltero,M,3,1,1.0,56-65
2235,B,Segmento_Medio,18,tecnico_tecnologico,separado,F,1,1,1.0,18-25
2236,A,Segemnto_Basico,28,primaria,viudo,M,3,2,3.0,26-35
2237,A,Segemnto_Basico,64,primaria,soltero,F,3,1,,56-65
2238,C,Segmento_Medio,27,primaria,soltero,M,3,4,,26-35
2239,C,Segmento_Medio,39,tecnico_tecnologico,soltero,M,1,2,,36-45
2240,B,Segmento_Medio,48,tecnico_tecnologico,soltero,F,1,4,3.0,46-55
2241,C,Segmento_Medio,28,primaria,casado,M,3,3,,26-35
2242,C,Segmento_Medio,59,tecnico_tecnologico,separado,F,1,1,4.0,56-65
2243,A,Segemnto_Basico,53,primaria,soltero,M,3,3,,46-55
2244,C,Segmento_Medio,58,primaria,soltero,M,3,2,,56-65
2245,A,Segemnto_Basico,58,primaria,soltero,M,3,4,1.0,56-65
2246,A,Segemnto_Basico,64,primaria,soltero,M,3,1,,56-65
2247,A,Segemnto_Basico,27,primaria,soltero,F,3,3,1.0,26-35
2248,C,Segmento_Medio,43,primaria,viudo,M,3,3,,36-45
2249,A,Segemnto_Basico,62,primaria,soltero,F,3,4,1.0,56-65
2250,A,Segemnto_Basico,54,primaria,soltero,F,3,1,,46-55
2251,A,Segemnto_Basico,56,primaria,soltero,M,3,3,3.0,56-65
2252,C,Segmento_Medio,44,primaria,casado,M,3,4,,36-45
2253,C,Segmento_Medio,44,primaria,viudo,M,3,1,,36-45
2254,A,Segemnto_Basico,27,primaria,soltero,F,3,2,3.0,26-35
2255,C,Segmento_Medio,26,primaria,viudo,F,3,4,1.0,26-35
2256,B,Segmento_Medio,63,tecnico_tecnologico,soltero,F,1,3,1.0,56-65
2257,A,Segemnto_Basico,25,secundaria,casado,M,2,4,3.0,18-25
2258,A,Segemnto_Basico,38,primaria,viudo,F,3,1,1.0,36-45
2259,A,Segemnto_Basico,30,primaria,soltero,F,3,3,,26-35
2260,C,Segmento_Medio,46,tecnico_tecnologico,casado,F,1,4,,46-55
2261,A,Segemnto_Basico,34,secundaria,casado,M,2,3,1.0,26-35
2262,B,Segmento_Medio,39,tecnico_tecnologico,viudo,M,1,4,2.0,36-45
2263,A,Segemnto_Basico,44,primaria,soltero,F,3,2,1.0,36-45
2264,A,Segemnto_Basico,42,primaria,viudo,F,3,4,3.0,36-45
2265,A,Segemnto_Basico,62,primaria,soltero,M,3,4,3.0,56-65
2266,A,Segmento_Medio,24,primaria,viudo,M,3,2,3.0,18-25
2267,A,Segemnto_Basico,56,primaria,viudo,M,3,3,1.0,56-65
2268,B,Segmento_Medio,49,tecnico_tecnologico,separado,F,1,3,2.0,46-55
2269,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,4,,36-45
2270,B,Segmento_Medio,55,secundaria,separado,M,2,2,4.0,46-55
2271,A,Segemnto_Basico,57,primaria,casado,F,3,3,2.0,56-65
2272,B,Segmento_Medio,64,secundaria,soltero,F,2,3,,56-65
2273,A,Segemnto_Basico,44,primaria,soltero,M,3,2,2.0,36-45
2274,A,Segmento_Joven,22,primaria,soltero,F,3,1,1.0,18-25
2275,C,Segmento_Medio,44,primaria,separado,F,3,4,1.0,36-45
2276,C,Segmento_Medio,57,primaria,separado,F,3,3,,56-65
2277,A,Segemnto_Basico,27,primaria,soltero,F,3,4,1.0,26-35
2278,A,Segemnto_Basico,25,primaria,casado,M,3,3,1.0,18-25
2279,A,Segemnto_Basico,39,primaria,viudo,F,3,4,2.0,36-45
2280,A,Segmento_Medio,19,primaria,separado,F,3,1,,18-25
2281,B,Segmento_Medio,62,secundaria,soltero,F,2,4,4.0,56-65
2282,A,Segemnto_Basico,52,primaria,separado,F,3,1,1.0,46-55
2283,B,Segmento_Medio,43,tecnico_tecnologico,soltero,M,1,3,,36-45
2284,A,Segemnto_Basico,30,primaria,casado,M,3,2,3.0,26-35
2285,C,Segmento_Medio,42,secundaria,soltero,M,2,4,,36-45
2286,B,Segmento_Medio,39,tecnico_tecnologico,soltero,M,1,1,1.0,36-45
2287,B,Segmento_Medio,58,tecnico_tecnologico,soltero,F,1,2,1.0,56-65
2288,B,Segmento_Medio,32,tecnico_tecnologico,soltero,F,1,4,1.0,26-35
2289,C,Segmento_Medio,38,tecnico_tecnologico,soltero,M,1,4,2.0,36-45
2290,C,Segmento_Medio,38,tecnico_tecnologico,soltero,F,1,4,4.0,36-45
2291,A,Segemnto_Basico,31,primaria,separado,M,3,4,,26-35
2292,C,Segmento_Medio,50,primaria,viudo,F,3,1,1.0,46-55
2293,C,Segmento_Medio,43,tecnico_tecnologico,separado,F,1,2,,36-45
2294,C,Segmento_Medio,48,primaria,separado,M,3,4,,46-55
2295,C,Segmento_Medio,28,tecnico_tecnologico,soltero,M,1,4,,26-35
2296,A,Segemnto_Basico,30,primaria,soltero,M,3,3,,26-35
2297,B,Segmento_Medio,36,secundaria,soltero,F,2,4,4.0,36-45
2298,C,Segmento_Medio,60,tecnico_tecnologico,casado,M,1,1,,56-65
2299,C,Segmento_Medio,54,tecnico_tecnologico,viudo,F,1,3,1.0,46-55
2300,A,Segemnto_Basico,25,primaria,soltero,F,3,2,1.0,18-25
2301,A,Segemnto_Basico,63,primaria,casado,M,3,3,2.0,56-65
2302,A,Segemnto_Basico,61,primaria,viudo,F,3,1,1.0,56-65
2303,A,Segemnto_Basico,50,primaria,casado,F,3,2,1.0,46-55
2304,A,Segemnto_Basico,38,primaria,separado,F,3,4,1.0,36-45
2305,C,Segmento_Medio,53,secundaria,separado,F,2,2,4.0,46-55
2306,A,Segemnto_Basico,40,primaria,soltero,F,3,4,1.0,36-45
2307,C,Segmento_Medio,26,primaria,casado,M,3,4,,26-35
2308,A,Segemnto_Basico,52,primaria,soltero,M,3,3,1.0,46-55
2309,C,Segmento_Medio,34,primaria,soltero,M,3,2,,26-35
2310,C,Segmento_Medio,30,tecnico_tecnologico,soltero,F,1,4,,26-35
2311,C,Segmento_Medio,18,primaria,separado,M,3,1,,18-25
2312,A,Segemnto_Basico,49,primaria,soltero,F,3,3,2.0,46-55
2313,C,Segmento_Medio,36,tecnico_tecnologico,casado,M,1,3,,36-45
2314,C,Segmento_Medio,34,primaria,viudo,M,3,3,,26-35
2315,A,Segemnto_Basico,36,primaria,soltero,M,3,4,1.0,36-45
2316,A,Segemnto_Basico,65,primaria,soltero,M,3,2,2.0,56-65
2317,A,Segemnto_Basico,42,primaria,soltero,F,3,4,,36-45
2318,C,Segmento_Joven,18,primaria,soltero,F,3,4,,18-25
2319,B,Segmento_Medio,36,tecnico_tecnologico,soltero,M,1,2,,36-45
2320,B,Segmento_Medio,57,tecnico_tecnologico,viudo,F,1,3,3.0,56-65
2321,C,Segmento_Medio,25,primaria,separado,M,3,2,1.0,18-25
2322,A,Segemnto_Basico,38,primaria,soltero,F,3,4,1.0,36-45
2323,A,Segemnto_Basico,28,primaria,viudo,M,3,4,2.0,26-35
2324,C,Segmento_Medio,47,primaria,casado,F,3,2,,46-55
2325,B,Segmento_Medio,34,tecnico_tecnologico,casado,F,1,3,4.0,26-35
2326,A,Segemnto_Basico,45,primaria,soltero,M,3,4,1.0,36-45
2327,A,Segmento_Joven,23,primaria,soltero,F,3,1,1.0,18-25
2328,A,Segemnto_Basico,25,primaria,soltero,M,3,1,1.0,18-25
2329,C,Segmento_Medio,64,primaria,soltero,F,3,2,1.0,56-65
2330,A,Segemnto_Basico,44,primaria,soltero,M,3,4,3.0,36-45
2331,B,Segmento_Medio,64,tecnico_tecnologico,viudo,M,1,2,4.0,56-65
2332,B,Segmento_Joven,22,tecnico_tecnologico,soltero,M,1,3,4.0,18-25
2333,C,Segmento_Medio,50,primaria,soltero,M,3,4,1.0,46-55
2334,A,Segemnto_Basico,38,primaria,separado,F,3,2,,36-45
2335,C,Segmento_Medio,47,primaria,casado,F,3,3,,46-55
2336,C,Segmento_Medio,36,secundaria,viudo,M,2,1,,36-45
2337,B,Segmento_Medio,26,tecnico_tecnologico,soltero,F,1,2,1.0,26-35
2338,A,Segemnto_Basico,56,primaria,casado,M,3,1,2.0,56-65
2339,A,Segemnto_Basico,43,primaria,casado,M,3,2,1.0,36-45
2340,C,Segmento_Medio,56,primaria,viudo,M,3,1,,56-65
2341,A,Segemnto_Basico,63,primaria,soltero,M,3,1,1.0,56-65
2342,A,Segemnto_Basico,49,primaria,viudo,F,3,3,,46-55
2343,A,Segemnto_Basico,30,primaria,soltero,F,3,1,3.0,26-35
2344,A,Segemnto_Basico,30,primaria,soltero,F,3,4,1.0,26-35
2345,A,Segemnto_Basico,63,primaria,soltero,M,3,3,,56-65
2346,B,Segmento_Medio,51,secundaria,soltero,M,2,1,3.0,46-55
2347,A,Segmento_Medio,24,primaria,casado,M,3,3,,18-25
2348,A,Segemnto_Basico,25,primaria,casado,M,3,2,1.0,18-25
2349,C,Segmento_Medio,63,secundaria,casado,F,2,4,,56-65
2350,C,Segmento_Medio,47,secundaria,viudo,F,2,4,,46-55
2351,A,Segemnto_Basico,28,primaria,soltero,M,3,3,3.0,26-35
2352,A,Segemnto_Basico,61,primaria,soltero,M,3,3,2.0,56-65
2353,C,Segmento_Medio,41,primaria,separado,M,3,1,1.0,36-45
2354,A,Segemnto_Basico,39,primaria,viudo,F,3,2,,36-45
2355,A,Segemnto_Basico,48,primaria,viudo,F,3,3,1.0,46-55
2356,A,Segemnto_Basico,62,primaria,soltero,M,3,2,1.0,56-65
2357,C,Segmento_Medio,27,tecnico_tecnologico,soltero,M,1,3,,26-35
2358,A,Segemnto_Basico,32,primaria,soltero,F,3,4,2.0,26-35
2359,A,Segemnto_Basico,61,primaria,soltero,F,3,3,1.0,56-65
2360,B,Segmento_Medio,39,tecnico_tecnologico,soltero,F,1,4,,36-45
2361,A,Segemnto_Basico,31,primaria,casado,M,3,2,,26-35
2362,B,Segmento_Medio,60,tecnico_tecnologico,separado,M,1,2,,56-65
2363,A,Segemnto_Basico,45,primaria,viudo,M,3,3,1.0,36-45
2364,B,Segmento_Medio,35,secundaria,separado,M,2,3,2.0,26-35
2365,A,Segemnto_Basico,60,primaria,soltero,M,3,4,3.0,56-65
2366,A,Segemnto_Basico,30,primaria,casado,M,3,2,1.0,26-35
2367,C,Segmento_Medio,45,tecnico_tecnologico,casado,F,1,4,,36-45
2368,A,Segemnto_Basico,38,primaria,soltero,F,3,2,1.0,36-45
2369,A,Segemnto_Basico,26,primaria,soltero,M,3,2,3.0,26-35
2370,A,Segemnto_Basico,32,primaria,soltero,M,3,1,1.0,26-35
2371,C,Segmento_Medio,51,primaria,viudo,F,3,3,,46-55
2372,C,Segmento_Medio,54,primaria,casado,M,3,4,,46-55
2373,A,Segmento_Joven,23,primaria,soltero,F,3,3,3.0,18-25
2374,A,Segemnto_Basico,64,primaria,separado,F,3,3,2.0,56-65
2375,A,Segemnto_Basico,50,primaria,soltero,M,3,1,1.0,46-55
2376,A,Segemnto_Basico,42,primaria,soltero,M,3,4,1.0,36-45
2377,B,Segmento_Medio,27,secundaria,soltero,F,2,2,4.0,26-35
2378,A,Segemnto_Basico,56,primaria,soltero,M,3,2,3.0,56-65
2379,A,Segemnto_Basico,56,primaria,casado,M,3,4,1.0,56-65
2380,C,Segmento_Medio,22,tecnico_tecnologico,separado,M,1,4,,18-25
2381,A,Segemnto_Basico,44,primaria,soltero,F,3,3,1.0,36-45
2382,A,Segemnto_Basico,35,primaria,casado,F,3,4,,26-35
2383,A,Segemnto_Basico,53,primaria,separado,F,3,3,,46-55
2384,A,Segemnto_Basico,25,primaria,soltero,M,3,2,2.0,18-25
2385,B,Segmento_Medio,65,tecnico_tecnologico,soltero,M,1,4,,56-65
2386,A,Segmento_Medio,21,primaria,casado,F,3,4,,18-25
2387,A,Segmento_Medio,23,primaria,separado,F,3,3,1.0,18-25
2388,A,Segemnto_Basico,49,secundaria,viudo,M,2,3,4.0,46-55
2389,A,Segemnto_Basico,37,primaria,soltero,F,3,3,,36-45
2390,A,Segemnto_Basico,64,primaria,viudo,F,3,1,1.0,56-65
2391,B,Segmento_Medio,39,tecnico_tecnologico,soltero,F,1,1,3.0,36-45
2392,A,Segemnto_Basico,61,primaria,separado,F,3,3,1.0,56-65
2393,C,Segmento_Medio,40,primaria,soltero,F,3,2,,36-45
2394,C,Segmento_Medio,39,primaria,casado,M,3,1,1.0,36-45
2395,B,Segmento_Medio,40,tecnico_tecnologico,soltero,F,1,3,,36-45
2396,A,Segemnto_Basico,27,primaria,soltero,F,3,2,1.0,26-35
2397,A,Segmento_Medio,18,primaria,viudo,F,3,4,,18-25
2398,B,Segmento_Joven,20,tecnico_tecnologico,soltero,M,1,1,4.0,18-25
2399,B,Segmento_Medio,60,tecnico_tecnologico,viudo,M,1,2,1.0,56-65
2400,B,Segmento_Medio,40,tecnico_tecnologico,casado,F,1,1,1.0,36-45
2401,A,Segemnto_Basico,63,primaria,separado,M,3,2,3.0,56-65
2402,A,Segemnto_Basico,29,primaria,soltero,M,3,1,1.0,26-35
2403,B,Segmento_Medio,18,tecnico_tecnologico,separado,F,1,1,1.0,18-25
2404,A,Segemnto_Basico,45,primaria,separado,M,3,2,1.0,36-45
2405,A,Segmento_Medio,21,primaria,separado,F,3,2,2.0,18-25
2406,A,Segemnto_Basico,35,primaria,separado,M,3,2,1.0,26-35
2407,C,Segmento_Medio,44,primaria,viudo,F,3,3,1.0,36-45
2408,B,Segmento_Medio,41,tecnico_tecnologico,separado,F,1,1,1.0,36-45
2409,B,Segmento_Medio,58,tecnico_tecnologico,soltero,M,1,2,4.0,56-65
2410,A,Segemnto_Basico,57,secundaria,viudo,M,2,4,1.0,56-65
2411,C,Segmento_Medio,28,tecnico_tecnologico,viudo,F,1,4,4.0,26-35
2412,C,Segmento_Medio,40,tecnico_tecnologico,casado,M,1,2,,36-45
2413,B,Segmento_Medio,60,tecnico_tecnologico,soltero,M,1,1,3.0,56-65
2414,C,Segmento_Medio,61,primaria,casado,F,3,4,,56-65
2415,B,Segmento_Medio,54,tecnico_tecnologico,soltero,F,1,2,,46-55
2416,A,Segmento_Joven,20,primaria,soltero,F,3,4,1.0,18-25
2417,C,Segmento_Medio,21,primaria,separado,F,3,1,,18-25
2418,B,Segmento_Medio,19,secundaria,separado,F,2,2,4.0,18-25
2419,A,Segmento_Joven,20,primaria,soltero,F,3,3,1.0,18-25
2420,A,Segmento_Medio,23,primaria,viudo,M,3,4,2.0,18-25
2421,A,Segemnto_Basico,58,primaria,separado,F,3,1,3.0,56-65
2422,A,Segemnto_Basico,42,primaria,soltero,M,3,2,1.0,36-45
2423,C,Segmento_Medio,29,primaria,viudo,F,3,4,,26-35
2424,C,Segmento_Medio,65,secundaria,separado,M,2,2,,56-65
2425,A,Segemnto_Basico,37,primaria,soltero,M,3,3,2.0,36-45
2426,A,Segemnto_Basico,40,primaria,soltero,F,3,2,1.0,36-45
2427,A,Segemnto_Basico,35,primaria,separado,M,3,1,1.0,26-35
2428,A,Segmento_Medio,19,primaria,casado,F,3,1,1.0,18-25
2429,A,Segemnto_Basico,36,primaria,soltero,M,3,4,2.0,36-45
2430,B,Segmento_Medio,26,secundaria,soltero,M,2,1,1.0,26-35
2431,C,Segmento_Medio,28,primaria,soltero,M,3,1,,26-35
2432,B,Segmento_Medio,65,tecnico_tecnologico,soltero,M,1,2,,56-65
2433,B,Segmento_Medio,49,tecnico_tecnologico,soltero,M,1,4,,46-55
2434,A,Segemnto_Basico,56,primaria,soltero,F,3,4,,56-65
2435,C,Segmento_Medio,55,tecnico_tecnologico,viudo,M,1,2,4.0,46-55
2436,C,Segmento_Joven,20,tecnico_tecnologico,soltero,F,1,1,1.0,18-25
2437,A,Segemnto_Basico,65,secundaria,soltero,M,2,1,3.0,56-65
2438,C,Segmento_Medio,34,primaria,casado,M,3,3,,26-35
2439,A,Segemnto_Basico,42,primaria,casado,M,3,1,2.0,36-45
2440,C,Segmento_Medio,22,primaria,separado,M,3,2,,18-25
2441,A,Segemnto_Basico,40,primaria,soltero,F,3,1,1.0,36-45
2442,C,Segmento_Medio,19,primaria,separado,M,3,1,,18-25
